5.761390924453735352e-01,2.233975380659103394e-02,1.383979711681604385e-02,4.170789942145347595e-02,2.012952603399753571e-02,4.077629419043660164e-04,1.850157417356967926e-02,1.099804639816284180e-01,6.917691789567470551e-03,2.357775578275322914e-03,2.168172597885131836e-02,6.413488183170557022e-03,6.609159172512590885e-04,9.933498949976637959e-05,4.649037960916757584e-03,1.194664801005274057e-04,1.589829102158546448e-03,3.429535776376724243e-03,2.941738115623593330e-03,1.152378739789128304e-03,6.849276367574930191e-03,4.895767197012901306e-03,3.761019324883818626e-03,1.708743278868496418e-03,2.403643447905778885e-03,8.114277443382889032e-05,1.252416372299194336e-01
9.598902783736207311e-10,5.650674594903648540e-08,4.339672232678282171e-10,6.988474069657968357e-06,1.802516198949888349e-04,1.036462783813476562e-01,1.757833516333878743e-13,3.123569518271793188e-16,5.684190895408391953e-03,1.153049851154719363e-07,5.373155090637737885e-06,7.526581641286611557e-03,6.533178975587361492e-08,4.319454516288345758e-11,8.837594545063609530e-10,5.812489903011554531e-16,1.223930512495030598e-09,6.399964291858850629e-08,3.052212704801604559e-09,5.494487243656864806e-14,3.212658228335385502e-08,1.245211296918569133e-05,1.433731176803121343e-05,1.817006996134296060e-04,8.036634922027587891e-01,7.907795161008834839e-02,1.853626696579624422e-10
8.668425977020888240e-08,4.564298450304704602e-08,6.183292211581203901e-10,2.315148549314471893e-06,1.710753672057307995e-08,3.970998295699246228e-05,1.420617703334903226e-11,7.840549390292217424e-12,5.300244782119989395e-03,3.233095458021750801e-10,1.079214513310944312e-07,7.494009878428187221e-06,1.152946570073254406e-04,8.027180031788816450e-10,2.080086687783477828e-06,1.568416646557935223e-10,5.679424702975666150e-06,1.228739847647375427e-06,2.119785312970634550e-05,5.706991129672545071e-11,8.786747457634191960e-06,1.392406527884304523e-03,1.889035229396540672e-05,1.121696899645030499e-03,9.730845689773559570e-01,1.887824013829231262e-02,3.363776457376843609e-08
1.587729059338016668e-09,1.828540803217038047e-07,9.216764157438106508e-11,2.663918223788641626e-07,5.821431670050003504e-10,3.138132888125255704e-05,3.309167989542366461e-13,1.649944742379512224e-16,6.882760208100080490e-03,1.490173401341721160e-10,2.760345410024456214e-07,2.595319983811350539e-06,8.096399142232257873e-06,5.411360248785967997e-10,7.614745811679313192e-08,5.271220959723876831e-12,1.064463867805898190e-05,2.589606310721137561e-06,6.882047728140605614e-06,6.200844959031170944e-13,8.648200946481665596e-07,7.596284558530896902e-05,1.499439076724229380e-05,4.497423302382230759e-03,7.614294290542602539e-01,2.270355969667434692e-01,1.217637861199161176e-12
7.183951311162672937e-06,1.479111233493313193e-06,2.739336535384495619e-09,5.118931221659295261e-05,1.402086945745395496e-05,3.489805967546999454e-04,8.580771293509315001e-08,4.112062583772058133e-07,3.185118362307548523e-02,7.098106289049610496e-05,1.527786836959421635e-03,3.217387711629271507e-04,1.853671297430992126e-02,4.745232217828743160e-06,8.857811917550861835e-05,3.709691581699203766e-11,3.479608267298317514e-06,1.324147160630673170e-04,1.346134285995503888e-05,2.073246108125204046e-08,4.968554712831974030e-04,3.845600411295890808e-02,7.147995056584477425e-04,2.725453376770019531e-01,6.338270902633666992e-01,9.853320661932229996e-04,1.123008459558150207e-07
5.433709588942292612e-07,1.381521474996816323e-08,7.854953310015844181e-08,6.943875632714480162e-06,3.428269701544195414e-05,5.514683434739708900e-04,5.388111645743265399e-08,1.699562046653113612e-09,2.637003548443317413e-02,4.538628127193078399e-05,1.309800893068313599e-03,1.533138938248157501e-02,9.117368904298928101e-07,4.527171970636345577e-09,3.856185685435775667e-06,5.332790459222636059e-11,9.292423897022672463e-07,1.740332464805760537e-07,3.836496773601538735e-07,5.294220617457767730e-10,3.575656659648984714e-09,1.020212494040606543e-05,1.997355320781935006e-05,1.384784991387277842e-04,6.063957214355468750e-01,3.497787714004516602e-01,5.573643875322886743e-07
1.471715305179088773e-09,1.301959855481982231e-04,2.047989983111619949e-03,2.937187855422962457e-05,1.279754505958408117e-04,9.957941770553588867e-01,6.256811475174872683e-14,7.104596378575075988e-18,2.497940613466198556e-06,3.159524553097980970e-08,2.188551029291829764e-08,4.810448153875768185e-04,6.230865157164089396e-09,4.827504440640950634e-08,7.884504884714260697e-05,2.372933273486754757e-11,7.762907189317047596e-04,1.861702285388400213e-11,1.001285241386540292e-07,3.182719279098966680e-12,7.005817703742422964e-09,4.810580378489248687e-09,9.792104549433133798e-08,8.332970651281357277e-07,5.304936203174293041e-04,3.785388003052503336e-08,7.983430801466860321e-19
1.466301569053030107e-07,2.950354944914579391e-03,2.130795735865831375e-03,5.702343187294900417e-04,4.463994991965591908e-04,9.731557965278625488e-01,5.726407681372336356e-10,4.954043631485299803e-14,4.447478277143090963e-04,1.640471282371436246e-06,1.080764945982082281e-06,5.511252209544181824e-03,2.163835688406834379e-07,2.510450087811477715e-07,2.293316356372088194e-04,1.140754424255874255e-08,1.392028387635946274e-02,6.315296019465677091e-08,7.086579216775135137e-07,2.525891495963605848e-09,8.953884957918489818e-07,3.709153588715707883e-07,9.254865744878770784e-07,1.319037401117384434e-04,5.025427090004086494e-04,1.148680084384068323e-08,1.892684786837777605e-14
2.520772341085830703e-06,3.331784391775727272e-03,4.435089603066444397e-02,3.649187856353819370e-04,2.684775553643703461e-02,9.039902091026306152e-01,2.652142505610299850e-09,2.133394508144551005e-13,4.088025074452161789e-03,1.627532810744014569e-06,3.206532710464671254e-07,1.889702514745295048e-03,1.081132950275787152e-06,1.318471390732156578e-06,2.145875245332717896e-03,1.278077998989601838e-08,1.279485598206520081e-02,2.103403673459069978e-08,5.978024546493543312e-07,3.051718433511041439e-09,1.747397817553064669e-07,3.680831284214036714e-08,5.878004216697263473e-08,3.607488906709477305e-05,1.521539379609748721e-04,2.314526348357048846e-11,1.408969376717403299e-13
3.964213135532190790e-08,1.631572260521352291e-03,3.940172959119081497e-03,9.164932998828589916e-05,1.269708573818206787e-02,7.236576080322265625e-01,1.625290235729437427e-09,8.271281473322747435e-14,6.493524182587862015e-03,4.935538981953868642e-06,9.228586606013777782e-08,2.539085457101464272e-03,9.279473488277290016e-06,7.767141028125479352e-07,1.854121335782110691e-03,3.526770875339479971e-09,2.461144328117370605e-01,1.005627837002975866e-06,4.649232892006693874e-07,1.931394377763240300e-09,1.934338342834962532e-07,1.783419811829389801e-08,2.536762622185051441e-08,9.156691376119852066e-04,4.825649011763744056e-05,9.801963060662721716e-12,7.706595100574406554e-14
